Protein,Regressor,Case,Normalization,Train/Test,MAPE,NRMSE,Pearson,R2,RMSE,Spearman,Pearson Improvement,Spearman Improvement
ERBB2,ElasticNet,NMostVariableGenes_Mutations,ZScore,Test,452.8402314,0.119954629,0.764169781,0.573291661,0.64170091,0.531538808,0.002354263,-0.10564883
CCND1,ElasticNet,NRandomGenes_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,ElasticNet,NRandomGenes_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,ElasticNet,NRandomGenes_Mutations,TMM,Train,563.148807,0.13544159,0.448586126,0.141878089,0.220452477,0.44613361,,
CCND1,ElasticNet,NRandomGenes_Mutations,TMM,Test,589.7739889,0.169894028,0.226873983,0.045403872,0.231477564,0.236558355,,
CCND1,ElasticNet,NRandomGenes_Mutations,UN,Train,23.60466115,0.006400791,0.999106956,0.998081357,0.010419597,0.998745878,0.596145403,0.60378677
CCND1,ElasticNet,NRandomGenes_Mutations,UN,Test,2436.242006,0.662485232,0.121147855,-14.02308862,0.870490545,0.091409685,-0.299164398,-0.305802163
CCND1,ElasticNet,NRandomGenes_Mutations,ZScore,Train,412.0163885,0.110445585,0.697517183,0.429563486,0.179736681,0.684832683,0.294555629,0.289873575
ERBB2,ElasticNet,selfmRNA,ZScore,Test,333.37539,0.122197854,0.761815518,0.556665058,0.652713949,0.637187639,1.11E-16,0
CCND1,ElasticNet,ThousandMostVariableGenes_Mutations,MinMax,Train,595.2108008,0.146203177,,0.000281456,0.23801027,,,
CCND1,ElasticNet,ThousandMostVariableGenes_Mutations,MinMax,Test,591.9862925,0.173921887,,-0.001514686,0.23720239,,,
CCND1,ElasticNet,ThousandMostVariableGenes_Mutations,TMM,Train,528.0156014,0.122296055,0.618772084,0.300360412,0.199077275,0.610676674,,
CCND1,ElasticNet,ThousandMostVariableGenes_Mutations,TMM,Test,578.0588123,0.170534305,0.218958299,0.038334385,0.232370199,0.215305376,,
CCND1,ElasticNet,ThousandMostVariableGenes_Mutations,UN,Train,0.900729134,0.000167452,0.999999421,0.999998675,0.000272582,0.999995432,0.597037868,0.605036324
CCND1,ElasticNet,ThousandMostVariableGenes_Mutations,UN,Test,3076.789872,4.034405832,0.100223288,-2017.057475,5.244093083,0.175679226,-0.320088964,-0.221532621
CCND1,ElasticNet,ThousandMostVariableGenes_Mutations,ZScore,Train,421.61172,0.106986934,0.731514075,0.46463854,0.174139302,0.712196467,0.328552521,0.317237359
ERBB2,ElasticNet,selfmRNA_Mutations,ZScore,Test,333.37539,0.122197854,0.761815518,0.556665058,0.652713949,0.637187639,1.11E-16,0
CCND1,ElasticNet,Top100InteractionPartners_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,ElasticNet,Top100InteractionPartners_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,ElasticNet,Top100InteractionPartners_Mutations,TMM,Train,596.5932696,0.146100987,0.086860277,0.001688125,0.237845872,0.090685525,,
CCND1,ElasticNet,Top100InteractionPartners_Mutations,TMM,Test,593.1763159,0.173918567,0.031460765,-0.001477527,0.237203438,0.040817523,,
CCND1,ElasticNet,Top100InteractionPartners_Mutations,UN,Train,470.7034428,0.119217352,0.5789214,0.335279554,0.194066256,0.547436827,0.175959846,0.152477719
CCND1,ElasticNet,Top100InteractionPartners_Mutations,UN,Test,644.4172588,0.178838959,0.283633636,-0.05504993,0.243120359,0.244729837,-0.136678616,-0.15248201
CCND1,ElasticNet,Top100InteractionPartners_Mutations,ZScore,Train,505.7318406,0.129355686,0.480621475,0.217447577,0.210563638,0.462730376,0.077659922,0.067771268
CCNE1,ElasticNet,selfmRNA_CNA_Mutations,ZScore,Test,85.15172253,0.134178565,0.753550732,0.468562415,0.350619356,0.686907069,-0.010825159,-0.028889835
CCND1,ElasticNet,selfmRNA,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,ElasticNet,selfmRNA,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,ElasticNet,selfmRNA,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,ElasticNet,selfmRNA,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,ElasticNet,selfmRNA,UN,Train,507.3620814,0.133818997,0.402961554,0.162764297,0.217814798,0.394959108,0,0
CCND1,ElasticNet,selfmRNA,UN,Test,501.0509464,0.162066628,0.420312253,0.13432384,0.220417097,0.397211847,0,0
CCND1,ElasticNet,selfmRNA,ZScore,Train,522.5117752,0.134266419,0.402961554,0.157128331,0.218545749,0.394959108,0,0
ERBB2,ElasticNet,ThousandMostVariableGenes_Mutations,ZScore,Test,461.6916102,0.123816113,0.745795672,0.545964698,0.662778006,0.527962908,-0.016019845,-0.109224731
CCND1,ElasticNet,selfmRNA_CNA_Mutations,MinMax,Train,594.7767321,0.143942892,0.304830935,0.031043148,0.234323266,0.228263438,-0.098130619,-0.16669567
CCND1,ElasticNet,selfmRNA_CNA_Mutations,MinMax,Test,589.2118348,0.171348144,0.307509385,0.028194015,0.233704638,0.230608191,-0.112802868,-0.166603657
CCND1,ElasticNet,selfmRNA_CNA_Mutations,TMM,Train,602.4430042,0.14530738,0.127581823,0.012549218,0.236547281,0.13987725,,
CCND1,ElasticNet,selfmRNA_CNA_Mutations,TMM,Test,596.0936518,0.173005261,0.129027178,0.009447153,0.23591232,0.138260161,,
CCND1,ElasticNet,selfmRNA_CNA_Mutations,UN,Train,512.7587724,0.133533678,0.407289636,0.166341742,0.217349634,0.390064462,0.004328082,-0.004894646
CCND1,ElasticNet,selfmRNA_CNA_Mutations,UN,Test,498.0178228,0.162060935,0.418907621,0.134370558,0.220408819,0.395334979,-0.001404632,-0.001876868
CCND1,ElasticNet,selfmRNA_CNA_Mutations,ZScore,Train,532.8982567,0.13377538,0.40971502,0.163286771,0.217746632,0.376726688,0.006753466,-0.018232419
CCNE1,ElasticNet,NMostVariableGenes_Mutations,ZScore,Test,80.01740994,0.129856691,0.743781496,0.499945416,0.336664239,0.610051218,-0.020594395,-0.105745686
CCND1,ElasticNet,selfmRNA_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,ElasticNet,selfmRNA_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,ElasticNet,selfmRNA_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,ElasticNet,selfmRNA_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,ElasticNet,selfmRNA_Mutations,UN,Train,507.3620814,0.133818997,0.402961554,0.162764297,0.217814798,0.394959108,0,0
CCND1,ElasticNet,selfmRNA_Mutations,UN,Test,501.0509464,0.162066628,0.420312253,0.13432384,0.220417097,0.397211847,0,0
CCND1,ElasticNet,selfmRNA_Mutations,ZScore,Train,522.5117752,0.134266419,0.402961554,0.157128331,0.218545749,0.394959108,0,0
CCNE1,ElasticNet,ThousandMostVariableGenes_Mutations,ZScore,Test,82.68972994,0.126366197,0.741627497,0.527612892,0.328326431,0.576842993,-0.022748395,-0.138953911
CCND1,ElasticNet,selfmRNA_Polynomial,MinMax,Train,590.1097466,0.145048852,0.437926026,0.016029841,0.236125281,0.394959108,0.034964472,0
CCND1,ElasticNet,selfmRNA_Polynomial,MinMax,Test,586.4965024,0.172716405,0.438710327,0.012157893,0.2355972,0.397211847,0.018398075,0
CCND1,ElasticNet,selfmRNA_Polynomial,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,ElasticNet,selfmRNA_Polynomial,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,ElasticNet,selfmRNA_Polynomial,UN,Train,484.2544254,0.130995993,0.444091541,0.197636811,0.213233681,0.394959108,0.041129987,0
CCND1,ElasticNet,selfmRNA_Polynomial,UN,Test,488.1077146,0.161770132,0.392995859,0.136376278,0.220108827,0.388388318,-0.027316394,-0.008823529
CCND1,ElasticNet,selfmRNA_Polynomial,ZScore,Train,494.9902088,0.132285617,0.430885705,0.181778146,0.215326202,0.394959108,0.027924152,0
CCNE1,ElasticNet,selfmRNA_Polynomial,ZScore,Test,58.18447885,0.162888007,0.613860822,-0.412903727,0.514677239,0.698154788,-0.150515069,-0.017642115
CCND1,LinearRegression,AllInteractionPartners_Mutations,MinMax,Train,2.89E-12,6.60E-16,1,1,1.07E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,AllInteractionPartners_Mutations,MinMax,Test,1009.523876,0.335416475,0.065991902,-2.73350343,0.456286801,0.069978817,-0.354320351,-0.32723303
CCND1,LinearRegression,AllInteractionPartners_Mutations,TMM,Train,691.2219454,0.124147041,0.680299428,0.255358909,0.20222207,0.657151311,,
CCND1,LinearRegression,AllInteractionPartners_Mutations,TMM,Test,1.11764E+14,1.91601E+11,0.016696581,-2.34E+24,2.80562E+11,0.06490442,,
CCND1,LinearRegression,AllInteractionPartners_Mutations,UN,Train,4.08E-11,9.24E-15,1,1,1.50E-14,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,AllInteractionPartners_Mutations,UN,Test,2143.683236,0.579900129,0.049883132,-10.16574359,0.786560334,0.055241741,-0.37042912,-0.341970107
CCND1,LinearRegression,AllInteractionPartners_Mutations,ZScore,Train,2.95E-12,5.65E-16,1,1,9.17E-16,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,AllInteractionPartners_Mutations,ZScore,Test,1108.571892,0.336785793,0.092768503,-2.790504836,0.458243642,0.098259858,-0.32754375,-0.298951989
CCND1,LinearRegression,AllmRNA_Mutations,MinMax,Train,3.04E-12,6.93E-16,1,1,1.13E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,AllmRNA_Mutations,MinMax,Test,585.2372305,0.173938929,0.312727785,0.000363676,0.236445308,0.322675844,-0.107584468,-0.074536003
CCND1,LinearRegression,AllmRNA_Mutations,TMM,Train,3.09E-11,8.52E-15,1,1,1.36E-14,0.999999988,,
CCND1,LinearRegression,AllmRNA_Mutations,TMM,Test,613.7807019,0.177337844,0.227005679,-0.039086355,0.241274286,0.230410853,,
CCND1,LinearRegression,AllmRNA_Mutations,UN,Train,7.53E-12,1.71E-15,1,1,2.77E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,AllmRNA_Mutations,UN,Test,970.3612956,0.278887429,0.174548019,-1.713565549,0.38357738,0.181691447,-0.245764233,-0.2155204
CCND1,LinearRegression,AllmRNA_Mutations,ZScore,Train,3.79E-12,8.11E-16,1,1,1.31E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,AllmRNA_Mutations,ZScore,Test,583.8149597,0.174047282,0.298043436,0.00038003,0.236315955,0.305996525,-0.122268817,-0.091215322
CCND1,LinearRegression,NMostVariableGenes_Mutations,MinMax,Train,3.55E-12,6.55E-16,1,1,1.07E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,NMostVariableGenes_Mutations,MinMax,Test,892.2753633,0.267309851,0.226958804,-1.398548456,0.365006717,0.208576724,-0.193353448,-0.188635123
CCND1,LinearRegression,NMostVariableGenes_Mutations,TMM,Train,5.09E-12,9.81E-16,1,1,1.60E-15,0.999999988,,
CCND1,LinearRegression,NMostVariableGenes_Mutations,TMM,Test,1422.388958,0.272149292,0.050676028,-1.455488356,0.368799313,0.038420671,,
CCND1,LinearRegression,NMostVariableGenes_Mutations,UN,Train,5.11E-12,1.35E-15,1,1,2.21E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,NMostVariableGenes_Mutations,UN,Test,1339.889871,0.45087078,0.134521799,-6.545772992,0.622849919,0.162131631,-0.285790453,-0.235080216
CCND1,LinearRegression,NMostVariableGenes_Mutations,ZScore,Train,3.73E-12,7.35E-16,1,1,1.20E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,NMostVariableGenes_Mutations,ZScore,Test,1733.826993,0.363104913,0.094009717,-3.403076238,0.493864204,0.082208704,-0.326302536,-0.315003143
CCND1,LinearRegression,NRandomGenes_Mutations,MinMax,Train,3.41E-12,6.61E-16,1,1,1.08E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,NRandomGenes_Mutations,MinMax,Test,1064.672984,0.305792522,0.146371738,-2.145498446,0.418144968,0.12454512,-0.273940514,-0.272666727
CCND1,LinearRegression,NRandomGenes_Mutations,TMM,Train,309.578756,0.091353997,0.816795591,0.604989365,0.148833284,0.769284435,,
CCND1,LinearRegression,NRandomGenes_Mutations,TMM,Test,4.1398E+13,1.01755E+11,-0.004380688,-7.55E+23,1.52586E+11,0.005279053,,
CCND1,LinearRegression,NRandomGenes_Mutations,UN,Train,2.21E-11,4.98E-15,1,1,8.11E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,NRandomGenes_Mutations,UN,Test,3049.705594,0.671294344,0.102244854,-14.19051109,0.891623867,0.057672459,-0.318067399,-0.339539388
CCND1,LinearRegression,NRandomGenes_Mutations,ZScore,Train,3.52E-12,6.31E-16,1,1,1.03E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,NRandomGenes_Mutations,ZScore,Test,1084.07338,0.315558682,0.176731663,-2.304443606,0.42733781,0.147651746,-0.24358059,-0.249560102
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,MinMax,Train,4.49E-12,7.99E-16,1,1,1.30E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,MinMax,Test,843.6401441,0.250594186,0.236031455,-1.100075036,0.341685735,0.234307638,-0.184280797,-0.16290421
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,TMM,Train,4.55E-12,9.18E-16,1,1,1.50E-15,0.999999988,,
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,TMM,Test,1124.609619,0.245620677,0.10485994,-1.000527646,0.332204492,0.08558411,,
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,UN,Train,4.29E-12,1.06E-15,1,1,1.73E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,UN,Test,1222.870697,0.38400681,0.146883858,-4.127543628,0.527290161,0.164373951,-0.273428395,-0.232837897
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,ZScore,Train,3.82E-12,6.83E-16,1,1,1.11E-15,0.999999988,0.597038446,0.605040881
CCND1,LinearRegression,ThousandMostVariableGenes_Mutations,ZScore,Test,1226.38552,0.312018528,0.101309059,-2.22646103,0.42345703,0.088067066,-0.319003194,-0.309144782
CCND1,LinearRegression,Top100InteractionPartners_Mutations,MinMax,Train,473.7231768,0.119050356,0.580526344,0.337145723,0.193796132,0.550073502,0.17756479,0.155114395
CCND1,LinearRegression,Top100InteractionPartners_Mutations,MinMax,Test,649.4355642,0.185202925,0.274781612,-0.134746712,0.253052615,0.245032225,-0.145530641,-0.152179622
CCND1,LinearRegression,Top100InteractionPartners_Mutations,TMM,Train,593.5140847,0.142672876,0.218954082,0.047987562,0.232261341,0.139642846,,
CCND1,LinearRegression,Top100InteractionPartners_Mutations,TMM,Test,1.10684E+11,1046163240,0.023475869,-1.88E+20,1472311064,0.080149857,,
CCND1,LinearRegression,Top100InteractionPartners_Mutations,UN,Train,473.7231768,0.119050356,0.580526344,0.337145723,0.193796132,0.550073502,0.17756479,0.155114395
CCND1,LinearRegression,Top100InteractionPartners_Mutations,UN,Test,649.4355642,0.185202925,0.274781612,-0.134746712,0.253052615,0.245032225,-0.145530641,-0.152179622
CCND1,LinearRegression,Top100InteractionPartners_Mutations,ZScore,Train,473.7231768,0.119050356,0.580526344,0.337145723,0.193796132,0.550073502,0.17756479,0.155114395
CCND1,LinearRegression,Top100InteractionPartners_Mutations,ZScore,Test,649.4355642,0.185202925,0.274781612,-0.134746712,0.253052615,0.245032225,-0.145530641,-0.152179622
CCND1,LinearRegression,selfmRNA,MinMax,Train,507.3616062,0.133818997,0.402961554,0.162764297,0.217814798,0.394959108,0,0
CCND1,LinearRegression,selfmRNA,MinMax,Test,501.050409,0.162066681,0.420312253,0.134323223,0.22041717,0.397211847,0,0
CCND1,LinearRegression,selfmRNA,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,LinearRegression,selfmRNA,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,LinearRegression,selfmRNA,UN,Train,507.3616062,0.133818997,0.402961554,0.162764297,0.217814798,0.394959108,0,0
CCND1,LinearRegression,selfmRNA,UN,Test,501.050409,0.162066681,0.420312253,0.134323223,0.22041717,0.397211847,0,0
CCND1,LinearRegression,selfmRNA,ZScore,Train,507.3616062,0.133818997,0.402961554,0.162764297,0.217814798,0.394959108,0,0
CCND1,LinearRegression,selfmRNA,ZScore,Test,501.050409,0.162066681,0.420312253,0.134323223,0.22041717,0.397211847,0,0
CCND1,LinearRegression,selfmRNA_CNA_Mutations,MinMax,Train,520.1372102,0.133223614,0.41199066,0.170208143,0.216846876,0.380715514,0.009029106,-0.014243593
CCND1,LinearRegression,selfmRNA_CNA_Mutations,MinMax,Test,498.6198782,0.16168687,0.414970995,0.1385758,0.2198925,0.381336836,-0.005341258,-0.015875011
CCND1,LinearRegression,selfmRNA_CNA_Mutations,TMM,Train,608.2630441,0.144914765,0.133037732,0.017887645,0.23590879,0.144306049,,
CCND1,LinearRegression,selfmRNA_CNA_Mutations,TMM,Test,601.9363671,0.17275486,0.129027178,0.013124052,0.235466824,0.138260161,,
CCND1,LinearRegression,selfmRNA_CNA_Mutations,UN,Train,520.1372102,0.133223614,0.41199066,0.170208143,0.216846876,0.380715514,0.009029106,-0.014243593
CCND1,LinearRegression,selfmRNA_CNA_Mutations,UN,Test,498.6198782,0.16168687,0.414970995,0.1385758,0.2198925,0.381336836,-0.005341258,-0.015875011
CCND1,LinearRegression,selfmRNA_CNA_Mutations,ZScore,Train,520.1372102,0.133223614,0.41199066,0.170208143,0.216846876,0.380715514,0.009029106,-0.014243593
CCND1,LinearRegression,selfmRNA_CNA_Mutations,ZScore,Test,498.6198782,0.16168687,0.414970995,0.1385758,0.2198925,0.381336836,-0.005341258,-0.015875011
CCND1,LinearRegression,selfmRNA_Mutations,MinMax,Train,505.9091854,0.133691358,0.40495345,0.164366422,0.217607937,0.398488161,0.001991896,0.003529053
CCND1,LinearRegression,selfmRNA_Mutations,MinMax,Test,499.5867911,0.162080148,0.420312253,0.134174836,0.220433366,0.397211847,-5.55E-17,0
CCND1,LinearRegression,selfmRNA_Mutations,TMM,Train,594.2126614,0.146144385,,0.001084082,0.237915966,,,
CCND1,LinearRegression,selfmRNA_Mutations,TMM,Test,591.0441191,0.173927409,,-0.001568972,0.237207968,,,
CCND1,LinearRegression,selfmRNA_Mutations,UN,Train,505.9091854,0.133691358,0.40495345,0.164366422,0.217607937,0.398488161,0.001991896,0.003529053
CCND1,LinearRegression,selfmRNA_Mutations,UN,Test,499.5867911,0.162080148,0.420312253,0.134174836,0.220433366,0.397211847,0,0
CCND1,LinearRegression,selfmRNA_Mutations,ZScore,Train,505.9091854,0.133691358,0.40495345,0.164366422,0.217607937,0.398488161,0.001991896,0.003529053
CCND1,LinearRegression,selfmRNA_Mutations,ZScore,Test,499.5867911,0.162080148,0.420312253,0.134174836,0.220433366,0.397211847,0,0
CCND1,LinearRegression,selfmRNA_Polynomial,MinMax,Train,495.3807388,0.130851169,0.44603417,0.199425477,0.213002732,0.395730586,0.043072616,0.000771479
CCND1,LinearRegression,selfmRNA_Polynomial,MinMax,Test,494.7570545,0.168431684,0.338673829,0.053902782,0.229650178,0.388270904,-0.081638423,-0.008940943
CCND1,LinearRegression,selfmRNA_Polynomial,TMM,Train,1.56E+16,2.4889E+12,,-5.58E+26,3.96002E+12,,,
CCND1,LinearRegression,selfmRNA_Polynomial,TMM,Test,1.06E+16,2.7848E+12,,-5.98E+26,3.96521E+12,,,
CCND1,LinearRegression,selfmRNA_Polynomial,UN,Train,487.1907662,0.130986386,0.444230436,0.197757074,0.213217811,0.394959108,0.041268882,0
CCND1,LinearRegression,selfmRNA_Polynomial,UN,Test,490.8586847,0.160091924,0.408473643,0.155517138,0.217755119,0.396863589,-0.01183861,-0.000348259
CCND1,LinearRegression,selfmRNA_Polynomial,ZScore,Train,471.0724894,0.131340957,0.439147016,0.19340801,0.213793962,0.395032615,0.036185463,7.35E-05
CCND1,LinearRegression,selfmRNA_Polynomial,ZScore,Test,469.9387533,0.159287253,0.417037082,0.16451546,0.216621632,0.397442355,-0.00327517,0.000230507
CCND1,Mean,AllInteractionPartners_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllInteractionPartners_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,AllInteractionPartners_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllInteractionPartners_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,AllInteractionPartners_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllInteractionPartners_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,AllInteractionPartners_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllInteractionPartners_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,AllmRNA_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllmRNA_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,AllmRNA_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllmRNA_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,AllmRNA_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllmRNA_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,AllmRNA_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,AllmRNA_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NMostVariableGenes_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NMostVariableGenes_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NMostVariableGenes_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NMostVariableGenes_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NMostVariableGenes_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NMostVariableGenes_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NMostVariableGenes_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NMostVariableGenes_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NRandomGenes_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NRandomGenes_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NRandomGenes_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NRandomGenes_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NRandomGenes_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NRandomGenes_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,NRandomGenes_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,NRandomGenes_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,ThousandMostVariableGenes_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,Top100InteractionPartners_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,Top100InteractionPartners_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,Top100InteractionPartners_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,Top100InteractionPartners_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,Top100InteractionPartners_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,Top100InteractionPartners_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,Top100InteractionPartners_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,Top100InteractionPartners_Mutations,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA,ZScore,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_CNA_Mutations,MinMax,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_CNA_Mutations,MinMax,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_CNA_Mutations,TMM,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_CNA_Mutations,TMM,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_CNA_Mutations,UN,Train,595.2999169,0.146223491,,0,0.23804406,,,
CCND1,Mean,selfmRNA_CNA_Mutations,UN,Test,592.1207782,0.173927542,,-0.00157472,0.237209155,,,
CCND1,Mean,selfmRNA_CNA_Mutations,ZScore,Train,595.2999169,0.146223491,,0,0.23804406,,,
